adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,runtime,budget,revenue,status,tagline,director
False,/lgotja3xMoJZbynwHfcQcJAEMWH.jpg,"16,12,35,9648,10751",1084242,Zootopia 2,en,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",77.0439,/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,2025-11-26,False,False,7.665,2945,108,150000000,1868208796,Released,They're back with a twissst.,Jared Bush
False,/pjlxrd646cBYznHoPBWTzz6FujX.jpg,"28,878,18",39254,Real Steel,en,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",76.6538,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,2011-09-28,False,False,7.105,9216,127,110000000,299300000,Released,Courage is stronger than steel.,Shawn Levy
False,/sS3zGYFPcfM5pArVNWl6qLyaSmU.jpg,"28,12,16,14",980431,Avatar Aang: The Last Airbender,en,Avatar Aang: The Last Airbender,"Avatar Aang, the world's last Airbender, learns of an ancient power that could save his culture from extinction. With the help of his friends, he embarks on a global quest to find it before it falls into the wrong hands and threatens to upend the peace they sacrificed everything to achieve.",73.8862,/29Jdsak3SrwGds5k1t43kH6Khed.jpg,2026-10-09,False,False,0.0,0,99,0,0,Post Production,,Lauren Montgomery
False,/4DfxcN4w0FuYZHQ3JAHzpHWia1U.jpg,"28,80,53",1291608,Dhurandhar,hi,धुरंधर,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",71.7809,/snBOuXDdhmTvlzMUvP9Em3Pp1u1.jpg,2025-12-05,False,False,7.2,303,212,14330000,170000000,Released,,Aditya Dhar
False,/2ssWTSVklAEc98frZUQhgtGHx7s.jpg,"12,18,878",157336,Interstellar,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,70.5263,/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,2014-11-05,False,False,8.478,40009,169,165000000,746606706,Released,Mankind was born on Earth. It was never meant to die here.,Christopher Nolan
False,/cYyNJzwhaj7aC4uTlUctrfaERbf.jpg,"28,18,36",1305781,Blades of the Guardians,zh,镖人：风起大漠,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.",70.2025,/AbunjMKX4P1sDNlKfhYrWkIoRD9.jpg,2026-02-17,False,False,7.125,52,126,123000000,203356793,Released,A grand martial arts feast is back!,Yuen Woo-ping
False,/6ELCZlTA5lGUops70hKdB83WJxH.jpg,"28,14,12",460465,Mortal Kombat,en,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",70.0643,/ybrX94xQm8lXYpZAPRmwD9iIbWP.jpg,2021-04-07,False,False,7.045,6773,110,20000000,84426031,Released,Get over here!,Simon McQuoid
False,/dqmeFUrf6Hs2ejcGGGfv69vtbbR.jpg,18,226674,The Adolescent,fr,L'Adolescente,"In the summer of 1939, 13-year-old Marie goes with her parents to visit her grandparents in a small town near Avignon. Marie discovers her femininity and falls for a young Jewish doctor, but he prefers Eva, Marie's mother.",68.1827,/v7yCEzF9BCF82lbp42X5ZLjIieo.jpg,1979-01-24,False,False,4.5,15,90,0,0,Released,,Jeanne Moreau
False,/q8Qlpmp2my1IZV9EVebzvhhJPmy.jpg,"28,10749,53",1220522,Dacoit,te,డెకాయిట్,"Betrayed by his better half, a man is convicted for a crime he didn't commit. Once free, he hunts her down in pursuit of vengeance, as their stories intertwine with a series of robberies.",65.795,/lbrnJY7E0a9xxgj2cotNp6YI4dz.jpg,2026-04-10,False,False,6.6,5,150,0,0,Released,,Shaneil Deo
False,/zxi6WQPVc0uQAG5TtLsKvxYHApC.jpg,"16,28,14,12",980477,Ne Zha 2,zh,哪吒之魔童闹海,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",65.5493,/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg,2025-01-29,False,False,8.154,712,144,80000000,2259822417,Released,Witness a hero reborn.,Jiao Zi
False,/mxdiaM2tsx8M6W3zLgiPwAkhQfq.jpg,"18,10749",744275,After We Fell,en,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",64.8862,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,2021-09-01,False,False,7.003,2746,99,14000000,21753705,Released,,Castille Landon
False,/aqqoDJs8vYp2EZ74aQ1UMY0sjM7.jpg,"18,53",235271,Addicted,en,Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,61.6904,/fAERrD6vvmznDoL99wlgjhSfPcH.jpg,2014-10-10,False,False,5.919,448,105,0,17534314,Released,Every Woman Needs an Escape,Bille Woodruff
False,/t9J2HXaDuJR7bvIG9XF7mttn4VY.jpg,"27,9648,80",1159559,Scream 7,en,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",61.6101,/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,2026-02-25,False,False,6.173,1030,114,45000000,213835967,Released,Burn it all down.,Kevin Williamson
False,/2eW8VlLXjUq4OKk8SYf5KTr91Kv.jpg,35,4258,Scary Movie 5,en,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",61.5746,/vBqLLxE6GaAPhO6v9EFvFbLZ7Ap.jpg,2013-04-11,False,False,4.795,3053,88,20000000,78613981,Released,Evil is coming. Bring protection.,Malcolm D. Lee
False,/cLFbDVfhllIMybpo2fkGNzehiQG.jpg,"12,53,878",840464,Greenland 2: Migration,en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",61.0032,/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,2026-01-07,False,False,6.443,1203,98,90000000,44856736,Released,Hope is uncharted territory.,Ric Roman Waugh
False,/kI7JBjvZkqYsLJRhcqTQU1MMdQA.jpg,35,424711,Poppea's Hot Nights,it,Le calde notti di Poppea,Poppea's Hot Nights (Italian: Le calde notti di Poppea) is a 1969 Italian comedy film set in Ancient Rome. It was written and directed by Guido Malatesta and stars Olga Schoberová (credited as Olinka Berova) and Brad Harris in the main roles.,60.7989,/zNfqugt7ZPFpWeXAQsF5IqDCDft.jpg,1969-01-01,False,False,4.7,5,94,0,0,Released,,Guido Malatesta
False,/iZLqwEwUViJdSkGVjePGhxYzbDb.jpg,"878,53",755898,War of the Worlds,en,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",59.8603,/yvirUYrva23IudARHn3mMGVxWqM.jpg,2025-07-29,False,False,4.088,1007,91,10000000,0,Released,Your data is deadly.,Rich Lee
False,/rw1WmxUvmbwRsbAX12m6toIg04j.jpg,"10749,35,18",1325734,The Drama,en,The Drama,A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,59.2329,/qhGCY6DIemLoCi7x1GuEt98m4JF.jpg,2026-03-26,False,False,7.0,1034,105,12,131200046,Released,Witness the wedding of the year.,Kristoffer Borgli
False,/82lM4GJ9uuNvNDOEpxFy77uv4Ak.jpg,"28,878,12",1242898,Predator: Badlands,en,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",58.8848,/pHpq9yNUIo6aDoCXEBzjSolywgz.jpg,2025-11-05,False,False,7.789,3084,107,105000000,184500000,Released,First hunt. Last chance.,Dan Trachtenberg
False,/vmdt6nUXYX4mM0Ahcvh4bgHOjUt.jpg,"28,18",1292415,Beast,en,Beast,"MMA legend Patton James, now a commercial fisherman, is pulled back into the cage when his brother is in danger. Reuniting with his old coach Sammy, he commits to one final fight in one championship against the brutal champion Xavier Grau.",58.7283,/7NrvUI3vnW8H3rD7ExKcTL7KRcQ.jpg,2026-04-10,False,False,6.382,51,115,0,0,Released,Legends are made in the cage.,Tyler Atkins
False,/c4w0cHapoKndfq4fXnDoUyW90Xd.jpg,"27,18,9648",1364953,Mārama,en,Mārama,"1859. When a young Māori woman is summoned from New Zealand to North Yorkshire, she uncovers her horrific colonial heritage and is compelled to confront and destroy the titled Englishman who devastated her family.",58.3124,/tD9yi1i2t6cgXDrqaBRzjUy7bEX.jpg,2026-04-17,False,False,6.4,9,89,0,0,Released,A Māori gothic story of retribution.,Toa Stappard
False,/lnEnGidQaqiQvJAQoJhwKBF7prk.jpg,"27,53",1473332,No One Will Hear Your Scream,es,Nadie va a escuchar tu grito,"While an entire country is focused on the 1990 World Cup in Italy, someone takes advantage of Argentina's matches to commit brutal murders.",58.0273,/32xWlHXSCywvHuy20ElcbAbnpRg.jpg,2025-09-05,False,False,5.375,8,80,0,0,Released,MIENTRAS UNOS CELEBRAN... ...OTROS CALLAN PARA SIEMPRE,Mariano Cattaneo
False,/xyW8rJO3rwG2EGcTO6eaUEa8b9d.jpg,"28,53",1613798,Vengeance,es,Venganza,"The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible.",57.643,/ygWXPL0RS91JyJPNOfK34eV3bRE.jpg,2026-02-26,False,False,7.504,255,103,0,0,Released,,Rodrigo Valdes
False,/zTnAnYIn0Iv3cn0ZHlzLhou3ybm.jpg,"9648,53",1368166,The Housemaid,en,The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",57.4212,/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,2025-12-18,False,False,7.251,2427,131,35000000,399644671,Released,Discover what lies behind closed doors.,Paul Feig
False,,18,1604143,나는 신혼 너는 재혼,ko,나는 신혼 너는 재혼,,57.394,/wTFF1SFTDYL7M1yWjY0K8Ga5pZS.jpg,2021-08-12,False,False,0.0,0,0,0,0,Released,,
False,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,"10751,35,16,12",862,Toy Story,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",55.7716,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-11-22,False,False,8.0,19940,81,30000000,401157969,Released,The adventure takes off when toys come to life!,John Lasseter
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"12,28,878",299536,Avengers: Infinity War,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",55.602,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,False,False,8.237,32106,149,300000000,2052415039,Released,Destiny arrives all the same.,Joe Russo
False,/6muIb4lmdF2uJmrAY4zyH11wYxW.jpg,"10749,18,35",1157008,Dime lo que quieres (de verdad),es,Dime lo que quieres (de verdad),"Diego and Emilia are a conservative couple with 16 years of marriage who have lost the spark, until Tomás and Betina rescue them and introduce them to the forbidden world, changing what they know about intimacy, relationships, and sex.",54.0425,/2ynUMfrwnEdGmkZmpiiJmTdTi4w.jpg,2023-07-27,False,False,7.703,32,103,0,0,Released,,Bruno Ascenzo
False,/7B72d6f09eIifSgkpCkzwkv8fle.jpg,"18,10749",1002398,Virgin,tl,Donselya,"Iris, an 18-year old virgin marries Joaquin, a rich widower, because of money. However, when he learns that Iris is not really a virgin, their honeymoon turns to a bloodbath.",53.815,/iVS3ZiPsKy8Hhc5Dipqgrjmoj2b.jpg,2024-10-29,False,False,6.7,23,99,0,0,Released,,Christopher Novabos
False,/be5SIsRGMckO8tU9lrLcIik70Dy.jpg,"27,14,10749",1246049,Dracula,fr,Dracula,"In late 15th-century Eastern Europe, Prince Vlad II’s bride is brutally murdered. As a result, he renounces God and damns Heaven itself. Cursed with eternal life, Vlad is reborn as Dracula, an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death.",52.7244,/dYRqA50yd0nB3qBR7AtWEJJQ8q.jpg,2025-07-30,False,False,7.155,1267,130,52000000,42404858,Released,"He renounced his faith to become immortal. Passion, anger, vengeance, and hatred will be unleashed into the modern world.",Luc Besson
False,,18,432123,Savior,en,Savior,What would it look like if Jesus was born in the 21st century? Savior is a contemprary interpretation of the Christmas story set in modern England.,52.1805,/wcZleoLz2us9dCxraSivVhyES0z.jpg,2015-12-01,False,False,0.0,0,50,0,0,Released,A contemporary interpretation of the Christmas story,
False,/cjSB3ZjaMpaa9oHFyeYha3KG0mp.jpg,35,4248,Scary Movie 2,en,Scary Movie 2,"A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",51.9369,/7Eb1JWK0Cb0rbfsYjwfc9g0PbQH.jpg,2001-07-04,False,False,5.835,5202,82,45000000,141220678,Released,No more mercy. No more shame. No more sequels - honest! - We lied.,Keenen Ivory Wayans
False,/2fgcRuaseQ9RIiTAUDbLtymnj2z.jpg,"53,80",1274706,The Marked Woman,es,La desconocida,"When a woman is found in a shipping container with no memory of who she is, two detectives race to figure out her identity — and who wants her dead.",51.7774,/dyUZ6IKbzmgtdshHevJahpH51Eq.jpg,2026-06-05,False,False,5.473,56,109,0,0,Released,,Gabe Ibáñez
False,/1XAC6RPT01UX9EQGy2JVn5c8pgy.jpg,"12,14",671,Harry Potter and the Philosopher's Stone,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",51.1259,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,False,False,7.899,29639,152,125000000,976475550,Released,Let the magic begin.,Chris Columbus
False,/tlm8UkiQsitc8rSuIAscQDCnP8d.jpg,"28,878",603,The Matrix,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",50.7394,/aOIuZAjPaRIE6CMzbazvcHuHXDc.jpg,1999-03-31,False,False,8.247,28010,136,63000000,463517383,Released,Believe the unbelievable.,Lana Wachowski
